name,photo,location,rate,title,text
Ian Mariani,https://userimages.trustpilot.com/5d8904c839cf148d8a70221a/73x73.png,No Location,5 stars: Excellent,Why Dropbox is The Best.,A software to store files safely and share the files whenever and wherever they are needed. Free space is offered in cloud. You want to store your files safely and securely Try this professional software called Dropbox.
Jose Miguel Campos,NO photo,No Location,5 stars: Excellent,A reliable platform to synchrize your,A reliable platform to synchronize your data. I have been using it for several years and it has become my best option for cloud storage. It supports several versions of my most important files.
Jacula,NO photo,No Location,1 star: Bad,Good luck trying to delete your,Good luck trying to delete your account.  Zero customer service.
Todd Lowe,https://userimages.trustpilot.com/5d81a30483ffc230e2ab07c9/73x73.png,No Location,5 stars: Excellent,Always reliable,Always reliable fair professional. One of the few providers to support all platforms including Linux.
Solomon Davis,https://userimages.trustpilot.com/5d7cdbcfdccb67ba41a84107/73x73.png,No Location,2 stars: Poor,Just get an external hard drive,Folder syncing was intermittent and happened at random times. I kept trying to change the folder Dropbox was located on my PC and it would just crash. Actually Dropbox would frequently crash even when I wasnt using it I contacted customer service and never got a reply.Dropbox advertises itself as a seamless way to back of your files as if it were just a regular folder on your PC. Unfortunately it has many problems and they cant really deliver. Just buy an external hard drive if you need to back up your work.
Alastair Campbell,NO photo,No Location,1 star: Bad,Overpriced  Not Secure,Overpriced  Not SecureUse Sync.com insteadSigned me up for a subscription I did not ask for and stole money from me  hundreds of pounds. Refused to make right the situation and was completely uninterested in doing anything to help.Overpriced service with awful customer service. Your files are on dropbox are insecure and unencrypted allowing hackers to gain access to them.Look to more secure and less expensive alternatives.
Georg Dnig,NO photo,No Location,1 star: Bad,Umgang mit lteren Menschen,ber die Mglichkeiten die Dropbox bietet mchte ich keine Bewertung abgeben aber menschlich gesehen ist 1 Stern noch zuviel. Wenn einem 83 Jahre alten PcNutzer der irrtmlich ein ABO ber 60000 / Jahr bestellt danach die die Rckzahlung verwehrt wird obwohl er Dropbox nie in Anspruch nimmt und das DropboxKonto gelscht ist ist das in meinen Augen widerwrtig. Ich hoffe den Entscheidungstrgern wird in hohem Alter hnliches geschehen. Bei dem 83jhrigen handelt es sich brigens um meinen Vater. Pfui kann ich dazu nur sagen.
Marcela Lombana,https://userimages.trustpilot.com/5d61594688740ae83b62df51/73x73.png,No Location,1 star: Bad,Horrible Experience,I had a personal account and accepted tp try dropbox for business.  And it was a horrible experience there was not prep from Dropbox on  the transition it was challenging to organize my existing folders and when I contacted dropbox to change back they were condescented and did not help. I lost a lot of files and I lost the order in which all the information was saved. Im on my second day of damage control and figuring out where all my folders went.
Nicole Bentham,NO photo,No Location,1 star: Bad,Impossible to cancel,I signed up for a free trial and used Dropbox for a few months before noticing that I wasnt really needing it.  I went to their website to cancel my plan but couldnt find any way to do this.  I chatted with a representative online who kept sending me unhelpful links even after I explicitly told them what I was trying to do.  I asked 5 times for a phone number to speak with someone about canceling my plan and they ignored me every single time. I called the number they had online 4 times choosing 4 different options and each time led to a dead end.  I STRONGLY recommend that you do not use Dropbox.
Brian,NO photo,No Location,1 star: Bad,From the day I upgraded to a paying account ,From the day I upgraded to a paying account I have been inundated with emails from DropBox business pestering me to upgrade to a more expensive business account offering better security.I have emailed them back several times asking them to stop and they continue to spam me.Every person I have shared a drop box file link with has also been pestered in this way despite repeated requests to stop.Today I called the telephone number in the email.  A computer voice said Hello before dumping the call 3 times in a row.I then went to the dropbox business website and tried the phone number listed there.There are 4 options on their automated menu ... I called back 4 times and tried each of them only to hear a useless announcement and have the call dumped.There are NO STAFF ... clearly privacy is a concern if they are harvesting the emails of people you share links with  and they blatantly disregard international SPAM laws.Whilst the functionality of Dropbox is great there is no human technical support and their sales team are disrespectful law breaking vultures.
Mike Gallagher,https://userimages.trustpilot.com/5d5dae9ae427cd5cd0076a42/73x73.png,No Location,1 star: Bad,Got caught up in their Trial Run and it,Got caught up in their Trial Run and it cost me 60. Yes I must have hit something while navigating their site but they could see I did not use the service and I was loud that I did not want nor did I use their service. But they refused a refund to a customer who was billed 60 for services he did not want and use. It todays customer service world that surprised me. Oh well.
Mike Gallagher,NO photo,No Location,1 star: Bad,Poor customer service response from DropBox,Very very disappointing. Beware: Trial Period Somehow I got caught in the loop of their Trial Period and it cost me 60. Yes I probably hit some button at some point for their trial but it was not intended and not wanted. So I ended up paying 60 for services I did not ask for and did not want. They refused to refund my 60. That is their right their decision but not the best form of customer service charging someone for a service they provide that the customer did not want.
Kristi,https://userimages.trustpilot.com/5d5bbdfaeaeb398695d63e73/73x73.png,No Location,5 stars: Excellent,More than 10 years of use,More than 10 years of use. Havent encountered any issue. One of the easiest and the best
Sara,NO photo,SE,5 stars: Excellent,Saved my computer,Saved my computer My laptop died the other week but lucky everything i mean everything important was uploaded onto dropbox so when I got a new macbook it was easy and care free. Yes its priecy but highly recommend the security
Calum Maxwell,https://userimages.trustpilot.com/5d5639096a6b171a511f782d/73x73.png,No Location,1 star: Bad,Will never Spend with Dropbox again...,Having been a longstanding customer of Dropbox since January 2015 as a Plus member I decided to give Dropbox Business a trial.I opted for the trial and to pay yearly biggest mistake ever.As a small business owner you can often find yourself short on time and a months trial quickly shot by and I was invoiced.It was at this stage that I was trying to revert back to Plus and cancel the service as it simply didnt fit our requirements.The problem was I didnt want to find myself having lost any of my data. When I finally had my data backed up I went to Dropbox to request a refund for the 11 months that I had not used.After several emails I was only refunded 50 of the total. I cannot believe that after 1 month of signing up 71.96  I am out of pocket 359.80.Dropbox you have lost a loyal customer paying 180 a year in fact I feel sickened and robbed by a company I previously trusted.
sharron me,https://userimages.trustpilot.com/5d55ef974a0f186b46c48e3b/73x73.png,No Location,1 star: Bad,UNSUBSCRIBE from unwanted constant advertising,I have never heard nor contacted Dropbox at all and yet they have been sending me advert material THREE TIMES  the first one in Dec 2016 the second in Jul 2018 and the most recent one in 14th Aug this year 2019 . On these 3 occasions I immediately told them to stop sending me any more advert material but they IGNORED all my messages.  This time they have been STALLING  said they will reach out for more details or for a solution.  My reply was Theres NO other solution but to unsubscribe me asap  as simple as that  Actually my rating is 0 star
Norman Haggie,https://userimages.trustpilot.com/5d52ead0d9b2cf4a4e6dcd34/73x73.png,No Location,1 star: Bad,Awful service,Awful service  support on the web is non existent but monthly billing always on time and collectedDoes not even qualify for the 1 star
JJ Gauthey,https://userimages.trustpilot.com/5d452dc6f99569bfbacecb18/73x73.png,No Location,1 star: Bad,Attention,Attention Cest trs facile dobtenir lapplication  lessai1 clic mais par contre cest trs trs difficile de se sen dbarrasserCela va me coter 19.90 car mon annulation na pas t prise en compte. Je vous conseille plutt wetransfer.
Patricia Franks,https://userimages.trustpilot.com/5d407bfff9c235647e0b56e3/73x73.png,No Location,1 star: Bad,Ive used and encouraged others to use,Ive used and encouraged others to use Dropbox for years. With this new change I am experiencing Ransomeware attack messages no demand for money on some Dropbox foldersdoes anyone else And then some of my files become corrupted.  I cant open them at all. In addition syncing is a problemslow as some have said. I am considering moving all of my files to Google Drive and use Google Drive Stream which Ive downloaded and works well.
Tom,NO photo,No Location,2 stars: Poor,Really slows down my computer,Really slows down my computer and too buggy. When I try to sync between multiple computers even when I set sync to online only its sometimes downloads huge files and takes up all my hard drive space. Needs more options about saving hard drive space
Sjors DW,NO photo,No Location,2 stars: Poor,I find the desktop version very slow,I find the desktop version very slow specifically on the photos feature. Loading times are awful. On mobile on the other hand is much better. But still I am not happy. My wife uses the Amazon photo app and comes with clever features like last year today and loads much faster too. Im guessing it is because I have 50.000 photos. but still..
Jez Asfour,https://userimages.trustpilot.com/5909c1070000ff000a93e08f/73x73.png,No Location,1 star: Bad,I have been conned by DropBox,I have been conned by DropBox. Be very careful.I signed up for a 30 day free trial for one use at 10 per month. At the end I thought the service was ok so agreed to continue. I then got billed 720 I have been fighting with them  for a week but they have refused to refund me. They have given me 5 x licenses when I only wanted 1 and told me it is standard practice. What a con. Use them for free if you trust them enough to keep all your data safely but DO NOT sign up to the pro version. You will be conned.
Dean Rowley,NO photo,No Location,1 star: Bad,Hate the new update version of Dropbox,Hate the new update version of Dropbox obviously no staff at Dropbox have a real job and understand basic of filing ie folders listed alphabetically first and then loose items also listed after the folders.If the staff were not sure they could have researched Google Windows File Explorer etc and taken a clue how to organise.Unfortunately the gurus have decided if you try the new latest stuff up you cant return to the version that did work and every time you open DB you have to manually select File Explorer so you can read your files in a logical manner.I will try for a while but if it doesnt improve I will cancel my subscription as this is an absolute joke and DB management obviously dont use computers themselves
Ma Pe,https://userimages.trustpilot.com/5d3bec369a2ed7da6a1fd88a/73x73.png,No Location,2 stars: Poor,Dropbox unzureichende Bedienerfreundlichkeit,Ich frage mich ob Dropbox aus den Bewertungen lernt. Anyway...bei den Testberichten von Clouds ist Dropbox und Google Drive immer hoch bewertet. Unter anderem bezglich der Bedienerfreundlichkeit. Da bin ich berhaupt nicht einverstanden und wenn ich die Dropbox aufgebe dann wegen der komplizierten und unzureichenden Bedienung in der App. brigens ohne App via Homepage noch schlimmer Ich mchte es nicht unterlassen ein Beispiel zu geben. Nach dem Upload habe ich das Bedrfnis die Bilder zu betrachten Grossansicht du Bezeichnen und zu verschieben oder zu lschen. Es gibt keine Funktion die dieses Grundbedrfnis abdeckt. Entweder kann ich markieren oder ich kann die Bilder Betrachten. Dabei wre es aus Nutzersicht so einfach: Egal in welcher Sicht ich mich befinde stehen alle notwendigen Funktionen wie Betrachten lschen umbenennen verschieben usw. zur Verfgung. Aber nein nicht bei Dropbox. Jedes mal wenn ich die Dropbox benutze nerve ich mich schlussendlich nur ber diese Unprofessionalitt. Die Effizienz und das Vergngen bleibt aus. Da habe ich mich auch nach Jahren der Nutzung noch nicht daran gewohnt. Der Wechsel auf Google Drive ist fr mich keine Alternativ denn auch hier habe ich bereits Schwachstellen entdeckt. Zudem bedeutet ein Wechsel auf eine andere Cloud viel Arbeit. Einmal fr eine Cloud entschieden und die Datenmenge 2 Terra erreicht macht abhngig.
Mick,NO photo,No Location,5 stars: Excellent,Years of amazing service,Im in the UK and have been using dropbox pretty much since it launched many years ago now. I definitely signed up sometime within the first few months after launched  back when the domain was getdropbox.com.Anyway... in all those years Ive never had a problem. Its an incredible service thats never let me down. I really cant fathom all the 1 star reviews on here. Working in the technology sector myself I can only imagine that these people struggle in general with technology.
 ,NO photo,No Location,1 star: Bad,Dropbox is really ok until you have a,Dropbox is really ok until you have a problem and need customer service. It is just ridiculous how bad it is. You cant speak with them and you can just communicate with them through emails and it takes them days to answer and you stuck without your files. It is definitely the worst customer service Ive ever got.
Dave,NO photo,No Location,1 star: Bad,Terrible,Terrible. Lost some of my folders containing hundreds of hours of work customer service/support was completely useless and didnt help. No technical support offered to resolve the issue or advice offered to avoid the same thing happening again  I was simply told they had no record of it uploading and that no refund was possible. The only possible explanation was your computer may have disconnected from the internet at some point which it will have because its a laptop that comes between work and home with me. Diana the agent on their chat service was particularly useless. Dont give this company your money they are totally useless and data preservation is not something they can achieve.
Michael Junk Jrgensen,https://userimages.trustpilot.com/49e5eca000006400010104d0/73x73.png,DK,1 star: Bad,Really bad service,Really bad service. I made a mistake and paid 2 times. I asked for refund but they informed they have a no refund policy  never heard such policy before. Anyhow I decided to cancel my Dropbox. Just a friendly advice be very careful to sign up.
Ash,NO photo,GB,5 stars: Excellent,I use the free plan,I use the free plan. So far no problems. Ill change this rating if they ever give me any.
Keith Trott,https://userimages.trustpilot.com/5bec3f045483f4b8a981b2df/73x73.png,No Location,1 star: Bad,Terrible customer service,I cancelled my free trial after only 5 days due to a total lack of customer support. Kept getting very vague partial solutions to technical issues and then no response from them for ages its very frustrating waiting over two days for a reply only to have them respond with a non solution Sorry but Im not giving these guys over 100 a year if theyre not prepared or capable of solving problems with their software.Also was told that I cant upload large MP4 film files because the app wont run in the background Something to do with it not having a resume function  basically that translates to...... if Im uploading a file that takes for example 40 minutes and at any point during that upload my device screen turns off taking me out of the app then the upload fails and I have to start againWhats all that about....they must have some very basic software either at user level within their servers or both because Ive never heard of a cloud storage service and thats basically what this is that cannot handle and process large MP4 film files. They are saying its because Im doing it from my device and quote The network is not stable unquote. I did manage to fully upload a short 10 minute MP4 film that I had just to test it. After a successful but very slow upload 25 minutes the results when I streamed it were horrendous.......freezing pixelation sound dropouts sound out of sync buffering and a very poor quality picture The upload was HD.Ive got the Sendanywhere app and that copes with large uploads no problem and Ive also now installed Google drive and that too works perfectly. These guys need to seriously up their game if theyre going to stay in business. As mentioned previously Ive now installed Google drive for less money and with the same 2TB storage.... and to top it off it actually works and very well at that.I honestly expected Dropbox to be a really good application and service with good customer support to match how wrong I was. In all honesty you cant charge somebody for a service and then put them in the same queue for support enquiries as someone who is using the free version But that appears to be exactly how this company operates. Three days waiting for a support response when having technical problems with the product is NOT ACCEPTABLE.......IVE TAKEN MY CUSTOM TO GOOGLE DRIVE
Dvd Nexiz Fernandes,https://userimages.trustpilot.com/566fd1110000ff0001f3a23f/73x73.png,No Location,5 stars: Excellent,Sehr zufrieden Kostenlose Version,Ich habe bisher keinerlei Probleme mit Dropbox gehabt. Die Seite ist jederzeit verfgbar gewesen als ich sie benutzt habe und die App funktioniert ebenfalls einwandfrei. Ich sollte noch erwhnen dass ich ausschlielich die kostenlose Version von Dropbox benutze da die meisten hier Rezensionen ber AboFallen und hohe Kosten berichten.Mein Speicherplatz ist bis jetzt nach ber fnf Jahren noch nie voll gewesen und ich lade tglich Videos und Fotos hoch lsche aber auch vieles immer wieder.
Richard S.,https://userimages.trustpilot.com/57da7e600000ff000a449ff2/73x73.png,No Location,3 stars: Average,You can NOT rely on Dropbox FACT,The desktop itself really deserves 5stars as technically its usually ahead of the game. Sure most recent 1star reviews are for the terrible nonexistent customer support and quite rightly that and the price increase.But for me the mobile app is terrible REALLY BAD  they cant be forgiven for a serious bug which means important photos you take when on holiday aka roaming will NOT get backed up. Its a BUG and not a feature as they call it to block uploading on 4G when in Europe 4G is faster and free compared to slow  expensive WiFi.So keep that in mind you can NOT rely on Dropbox FACT. AVOID the mobile app if photos are important to you whilst on holiday or touring another country  just when your photos are probably the most important youve taken
Jennina Joven,https://userimages.trustpilot.com/5d1fc8f2b6ae9101fd2c61c3/73x73.png,No Location,1 star: Bad,I opted in for the 30day trial from,I opted in for the 30day trial from Dropbox Basic to Dropbox Plus. Didnt work out for me and reverted back to my Basic account way before the 30day deadline. They charged me anyway and have continued to do so to the present time. When I asked for a refund they turned me down. To date they owe me 5 months or 49.95 and I am not even sure that I wont get charged again next month. So you folks out there. DO NOT opt into the 30day free trial because its a rip off. You cannot cancel online.
Denis S,NO photo,No Location,4 stars: Great,Oui dsormais la grille tarifaire est,Oui dsormais la grille tarifaire est assez leve mais ayant pu bnficier de leurs services ds le dmarrage ou presque grce aux diffrents parrainages jai pu bnficier dune capacit de stockage gratuite largement suffisante pour mon usage. Le site web lapplication iOS tout est parfaitement adapt pour moi. Dommage que cela reste amricain car sur le plan de la scurit / confidentialit des donnes dposes jai des doutes ...
J.B.,NO photo,DK,3 stars: Average,Max 3 enheder...,Har egentlig altid vret godt tilfreds med Dropbox og bruger det flittigt hver dag lige indtil i gr.Har kbt ny brbar som jeg selvflgelig ogs gerne ville bruge Dropbox p men man kan s ikke have Dropbox installeret p mere end 3 enheder fr det s koster penge har det installeret p en computer en brbar og min mobil.S grundet denne limit s er jeg fra i dag get over til at bruge Google Drive i stedet for.
Lumaba,https://userimages.trustpilot.com/5d1b65869a2893f695287e4e/73x73.png,No Location,2 stars: Poor,Shame,An excellent app to hold random documents. However absolutely trash server and website. Today dropbox has decided to not work and not connect to anything the page charges for infinity although my internet works perfectly fine. Go fk yourself and fix your fkng website 2019 almost 2020 cant have a website working. I wasted 20 minutes of my life waiting for dropbox website to actually work.The moment I need you most for an exam you let me down.
Patrick Biro,NO photo,No Location,1 star: Bad,Worst customer service ever,Worst customer service ever. Very slow answering had to find myself a feature isnt available even you havent set the language to english open with Adobe Sign. After 10 email one each 24h and several request on the forum nobody from DropBox side was able to help me.
Modern Love Sey,https://userimages.trustpilot.com/5d0be6d3ff6d0983970c33fc/73x73.png,No Location,1 star: Bad,FREE TRIAL and got charged,I signed up for a FREE trial for the professional plan. I signed up and CANCELED one hour within each other. I still got charged for the professional fee AFTER I canceled the FREE trial. I talked to customer service and they said you actually signed up for the plan not the free trialWell Im 100 sure I clicked on the free trial button. And when I canceled the membership a survey popped up as to why I was canceling after the free trial. Its absolutely ridiculous Wont be working with dropbox AGAIN. Google drive does it for free and more efficiently.
Declan,NO photo,No Location,3 stars: Average,This is quite expensive for what you,This is quite expensive for what you get but I have used it for many years across multiple devices and it hasnt let me down
Snake 76930,https://userimages.trustpilot.com/5cff60f6f371c662188dd83e/73x73.png,No Location,1 star: Bad,Au revoir DropBox,Au revoir DropBox bonjour Google Drive Je suis rest fidle durant prs de 6 ans mais voil le service a bien chang notamment le fait de navoir droit qu 3 appareils connects. Donc je leur dis adieu je vais chez la concurrence
Patrick Benson,NO photo,No Location,1 star: Bad,Beyond disappointed,I have also had my pro account upgraded without my express permission. I am one person and was paying a massive 660/year. It was then increased to 960 without my authority.Dropbox should be much better than hiding behind email and service tickets.I am so disappointed and appalled by their greedy misleading representation of their true cost.
Hillel Roman,https://userimages.trustpilot.com/5cfbbeb3d27f4d2a238508b4/73x73.png,No Location,1 star: Bad,Expensive and unethical bullies,While being a very efficient and convenient service Dropbox forces you to use much more space than you need for a high price 30 more than competitors and now they force a 20 price hike using my files as hostages bringing them to about double the price of the competition. I just quit this very unethical company hope other customers will follow.
Rob Polehoyki,https://userimages.trustpilot.com/5cf990fad27f4d258b837f9e/73x73.png,No Location,1 star: Bad,Increased my annual plan to 2TB when I,Increased my annual plan to 2TB when I use only 1/4 of the 1TB I have now and charge me 20 more You dont decide on what I pay you I do.....get your hands out of your clients pockets....defy canceling this service and moving to your competitors.
EllieP,NO photo,No Location,1 star: Bad,Am I one of the few people who are,Am I one of the few people who are furious with Dropbox.  Extracting more money from customers by stealth. Nasty nasty tactics.  Mucking around with storage space giving more for a while presumably to lure more people or to get existing clients to store more and be more reliant on you... Then out of the blue no collaboration  price put up by 2 a month 20  And yes you are holding your customers hostage as you have all our files.  The way you announced the price was going up by default leaving the customers to sort out what they want to do and making it very difficult to find an alternative and cancel blah blah leaves a nasty feeling.  Remember what happened to the financial institutions when they treated customers like this  There was a very big comeback.  Just treat us with integrity and dont  exploit us.  And to anyone considering using you  Try a trustworthy alternative that values its customers and plays the long game rather than blind shortterm greed.
Joe Scaglione,https://userimages.trustpilot.com/5cf43959edd84e63bcb858ae/73x73.png,No Location,1 star: Bad,Huge waist of time  energy,Huge waist of time  energy customer support terrible  next to zero help software sub par free trail also a waist not ample space for a trial just to get you latched into their web of upgrades like most all bait and switch follow the tech carrot greedy money grabbers ie. what I paid for several years ago is no longer supported so too bad for millions of users just buy another whatever so we can screw you over again in a couple years But wait theres more we include a free trial to such you in then beat you up more with additional greed grabbers BS. Im out with majority of others dont need it dont want it dont need more toxic people who just dont care Lameos
Alisha,NO photo,No Location,1 star: Bad,Dropbox forces upgrades on users,Dropbox forces upgrades on users. They call it an upgrade but really your monthly price plan is up by 20  and you dont have a choice.
Susanne Bisgaard,NO photo,No Location,1 star: Bad,Jeg skulle i forbindelse med min sns,Jeg skulle i forbindelse med min sns konfirmation lave et diasshow med billeder fra hans liv. Til min store forskrkkelse manglede alle billeder fra 20072010. Jeg kontaktede Dropbox som kunne finde frem til at der var slettet over 100 filer for 2 r siden. De kunne ikke gendannes da det var mere 30 dage siden. Jeg har ikke selv slettet filerne og kunne ikke f oplyst hvordan det kunne ske. S denne tjeneste passer IKKE godt p minderne.
Aundrea Rainwater,https://userimages.trustpilot.com/5cead30d3ef7e4f2e9c54407/73x73.png,No Location,1 star: Bad,This software wastes mass quantities of,This software wastes mass quantities of time. I have lost hours of work and data because files will not upload/ download. Syncing doesnt happen on its own and there is no functionality to initiate sync manually. Why Worked great for the first couple of years. Stopped syncing to all three pcs for the past 3 years. I have uninstalled and reinstalled to no avail. I am using a thumb drive and emailing attachments instead a move backwards in technological time.
jubril,NO photo,No Location,3 stars: Average,Its cool but sometimes fails during,Its cool but sometimes fails during uploading.
George Goognin,https://userimages.trustpilot.com/5ce3dcce9a846c6b4c5d544e/73x73.png,No Location,5 stars: Excellent,Using Dropbox almost since their inception,Using Dropbox almost since their inception. Attached my credit card once in a lifetime and just using the service without any hassle. What could be more comfortable
marian,NO photo,No Location,1 star: Bad,DO NOT USE DROPBOX,DO NOT USE DROPBOX. They are unethical bullies.For example if you sent a picture from dropbox by email the recipient is not able to see this picture unless he or she download an app from Dropbox  bulling that person to download the Dropbox app.
Judy,NO photo,No Location,1 star: Bad,It is a horrible company,It is a horrible company. Stay away from it. They make it so difficult to cancel or talk to a human being. Then they charge you even though it hasnt been used. Customer service basically is not there. What is available benefits Dropbox not the customer. I wish I had read the reviews before I accidentally became involved with Dropbox.
rad7412,https://userimages.trustpilot.com/5ccca02ae7d72b9724588916/73x73.png,No Location,1 star: Bad,This service sucks,This service since they changed their policy sucks. They recently changed their policy on their free account of not more than 3 devices linked at one time and they said if you had more than that before they changed to that policy you could keep all the devices connected. That was a lie I had 6 and I was forced to disconnect 3 from the service.I complained with no results and no consideration from them about their own policy. The price they charge for the paid account is ludicrous when there is other services far better with more storage for free like Google Drive at 15 gig with unlimited devices linked which is what I transferred to when Dropbox refused to allow me to relink my 3 devices that they forced me to unlink.
Keesha Anderson,https://userimages.trustpilot.com/5cc8a105193701257ae27a6d/73x73.png,No Location,1 star: Bad,Files and account deleted,I had an account with dropbox I have been using this for roughly 3/4 years for unIversity. I had important documents saved. I had an invite to a shared folder by a company a few weeks ago. The company then deleted me maliciously. My whole account and files were deleted. I queried this with dropbox who responded by saying I have 2 days before permanent deletion or ask the admin who maliciously deleted me to amend this. This obviously will not be amended .I still do not see how another account would have access nor the right to delete my personal account. Im sure this breaches data protection actMy files will be lost and this will really effect my life.
Costin Patureau,https://userimages.trustpilot.com/5b32a60b4de5666d34046591/73x73.png,No Location,1 star: Bad,PAS ELEGANT de rduire le nombre des,PAS ELEGANT de rduire le nombre des appareils  a 3 de facon unilatrale et sans prvenir aprs plus de 10 ans dutilisation...
Elysia Seager,https://userimages.trustpilot.com/5cb822962d7a95657f0863e6/73x73.png,No Location,1 star: Bad,Free trial scam,I got a free 14 day trial of their professional program so i could get a couple of videos. I got an email on the 15 of April saying it was ending on April 18. At 12:30am of April 18 which would be late April 17 I got billed for a month of professional. Tried to cancel wouldnt work. I contacted them and still waiting. I should have had until 11:59:59 pm of April 18 to cancel. They say you need to cancel before the 18 but then my trial should end on the 17th. You cant say ends on this date but you have to cancel before. Its either cancel on or before or you have until this date to cancel. Not trial ends this date but you have to cancel before.
jeanChri,https://userimages.trustpilot.com/5cb35b62c81c2f7d38ab5743/73x73.png,No Location,1 star: Bad,Awful experince,I had dropbox for years and it was working great until..... Until I did a recovery via time machine on the beginning of April 2019.  Now we are limited to three devices but Im using dropbox with important data on 56 different devices and Im connected to about 12 devices.  Now they are saying that I need to delete 10 devices or pay to continue using it.  Ive contacted them and Nicolas french employee never answered my question and even if its the same device they cant do anything since in 4 messages he never answered my question and finally sent me an automated message to told me its the CUL DE SAC.  Im looking at other solutions and pCloud has better pricing Drive is free with 20gb and unlimited devides.  So will I recommend to a friend Hell no.
Matt,https://userimages.trustpilot.com/5ca3d88e776e6db9c0f6d926/73x73.png,No Location,4 stars: Great,A really good free cloud service.,So far the free version has covered all my needs a plus on my book.
Angelo Ricciardi,https://userimages.trustpilot.com/543e67780000640001904da6/73x73.png,No Location,2 stars: Poor,E partita bene ma poi i servizi sono,E partita bene ma poi i servizi sono diventati sempre piu scadenti.
KRINN KRINN,https://userimages.trustpilot.com/5ca0c51254d7e40131ff11d9/73x73.png,No Location,1 star: Bad,Aprs avoir install dropbox sur mon,Aprs avoir install dropbox sur mon acer car je manqu de place par mes photos mon ordi a plant cran bleu  Je dconseille d install cette aplli 
Andrew,NO photo,No Location,1 star: Bad,THE worst customer experience Ive ever,THE worst customer experience Ive ever encountered. Chat team end the chat before even checking if theyve answered the question or helped you out...and I mean all of them.Phone number options all end in being cut off without getting to speak to anyone. ABYSMAL service. Truly shocking.
Allebasi60,NO photo,No Location,1 star: Bad,ACHTUNG DROPBOX ist eine ABO FALLE ,ACHTUNG DROPBOX ist eine ABO FALLE Ich habe ein Probeabo Professional abgeschlossen. Fr diesen Schritt MUSS man die Kreditkarten Daten bereits angeben. Im Vertrauen darum dass Dropbox eine serise Firma ist machte ich das. Ich habe dann das Probeabo fristgerecht gekndigt wie ich meinte. Ich erschrak als ich die Kreditkartenabrechnung belastet mit 199 bekam. Man muss sich aus dem Helpforum von Dropbox die Anleitung zum Kndigen eines Abos herunterladen eingeloggt auf der Webseite funktioniert es nmlich NICHT weil ein normaler Mensch den Button DOWNGRADE nicht mit kndigen gleichsetzt.Nun werde ich ich ber meinen Kreditkartenanbieter den Betrag zurckfordern.
Kil Mox,https://userimages.trustpilot.com/5c9915f2d2f452cc506598e5/73x73.png,No Location,1 star: Bad,mala asistencia,tengo dropbox por mas de 2 aos al modificar la ubicacion de los archivos fueron todos perdidos de un ordenador a otro por mas de 02 mese me han brindado asistencia la cual a sido nula no me recuperan ningun archivo he enviado detalle a detalle las carpetas a recuperar me han indicado que restauraran a una version anterior la cual nunca ha sido asi me enviaron 02 link de restauraciones los cuales al acceder aparece error mal muy mal espero que a nadie le vuelva a ocurrir lo mismo ya que a la primera inconveniencia respuesta nula
Chris,NO photo,No Location,3 stars: Average,Works fine,Works fine but if you shift to a trial you will receive no notification of it coming to an end and they will bill for a whole year rather than a month.
Atome,https://userimages.trustpilot.com/573ca7930000ff000a214cfe/73x73.png,No Location,1 star: Bad,Fichiers qui disparaissent grce  la,Fichiers qui disparaissent grce  la magie du spectacle 
Chops1964,NO photo,No Location,2 stars: Poor,Photos are fine but doesnt playback,Photos are fine but doesnt playback videos in high resolution therefore not brilliant.
Risky Business,https://userimages.trustpilot.com/57b1bcd30000ff000a3ae9b8/73x73.png,No Location,1 star: Bad,Serious privacy violation: Dropbox shared all of my files with someone without my consent,Ive been using Dropbox for 10 years.Someone I know shared a Dropbox folder with me and I accepted. This action changed my entire account into a business account under this third partys admin control.This third party can now see all of my private files.I contacted Dropbox support and they informed me that only this third party can change my account back.In the meantime this person can see all of my files none of which I agreed or clicked to share with anyone.This is crazy. A pretty big loophole on how to gain access to someone elses files. Im deleting all of my files and moving to Google Drive. I recommend you dont waste your time with Dropbox.Their support team is unwilling to resolve this. Im sure this violates EU privacy regulations.
Manu,NO photo,No Location,1 star: Bad,Impossible de trouver procdure pour rsilier abonnement payant,Impossible de trouver comment repasser en abonnement gratuit  Javais opt pour un abonnement Plus  que je paie tous les mois mais en fait je me rends compte que la modification na jamais t applique  je veux donc repasser en abonnement de base.Alexis A pourrait il svp prciser comment il a fait  Ce serait super gentil . Merci par avance
Rob,NO photo,No Location,1 star: Bad,Drop Box is charging me yearly on a,Drop Box is charging me yearly on a visa number I no longer have .I do not use there servicewhen trying to get they charges reversed there is nobody to talk to only emailI have given all the information they asked for and they cant find my account yet they keep talking payments out and I cant stop them .
Arion Warren,https://userimages.trustpilot.com/5c757e5e11b347d654904aa6/73x73.png,No Location,1 star: Bad,I put all my files on dropbox when I,I put all my files on dropbox when I was trying to move over to a new computer. There is no easy way to organize folders. I select 200 pictures to move into a new folder it only moves 146 or 153 some random number always less than selected amount. I am trying to download all of the files out of my camera uploads and even though it is less than 10GB it will not let me download the whole thing. It should download anything under 20GB I selected about 4000 images there is no precise way to scroll and select bulk photos and downloaded them to my computer. I left the images selected so I could easily delete them and not end up downloading duplicates and when I hit delete it only deleted somewhere around 1000 of the selected images. I thought OneDrive sucked but even though it is slow it still tops my experience with Dropbox 100. So close to having all my files moved over away from Dropbox and I cannot wait to never go back.
